Row ID,Site ID,Location,Enforced Speed Limit,Month End Date,1-5 Over Speed Limit,6-10 Over Speed Limit,11-15 Over Speed Limit,16-20 Over Speed Limit,21-50 Over Speed Limit,51+ Over Speed Limit,Total Speeding Tickets,Total Red Light Tickets,Latitude,Longitude,New Georeferenced Column
2019-09-30-ED2039-60,ED2039,WB 111 Ave @ 149 St,60,9/30/2019 0:00,0,0,166,31,18,0,215,7,53.5589564,-113.5773778,"(53.55895644, -113.5773778)"
2019-05-31-ED2049-70,ED2049,NB 97 St @ 167 Ave,70,5/31/2019 0:00,0,0,110,19,7,0,136,11,53.6283968,-113.4916933,"(53.62839682, -113.4916933)"
2019-11-30-ED2004-70,ED2004,SB 91 St @ 34 Ave,70,11/30/2019 0:00,0,0,10,1,1,0,12,13,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2019-06-30-ED2060-60,ED2060,WB 23 Ave @ Terwillegar Dr NB,60,6/30/2019 0:00,0,0,287,66,16,0,369,99,53.457268,-113.587836,"(53.457268, -113.587836)"
2019-07-31-ED2080-60,ED2080,SB 75 St @ 98 Ave,60,7/31/2019 0:00,0,0,432,62,17,0,511,11,53.537853,-113.443157,"(53.537853, -113.443157)"
2019-08-31-ED2009-70,ED2009,EB Yellowhead Tr @ 107 St,70,8/31/2019 0:00,0,0,384,57,10,0,451,0,53.5812925,-113.5061022,"(53.58129246, -113.5061022)"
2019-05-31-ED2063-60,ED2063,NB 111 St @ 23 ave,60,5/31/2019 0:00,0,0,264,38,18,0,320,2,53.453378,-113.516161,"(53.453378, -113.516161)"
2019-04-30-ED001-60,ED001,EB 34 Ave @ 91 St,60,4/30/2019 0:00,0,0,14,4,2,0,20,2,53.4652261,-113.4674525,"(53.46522609, -113.4674525)"
2019-03-31-ED1073-60,ED1073,EB 100 Ave @ 175 St,60,3/31/2019 0:00,0,0,313,76,26,1,416,267,53.538711,-113.622203,"(53.538711, -113.622203)"
2019-03-31-ED1070-70,ED1070,EB Yellowhead Tr @ 66 St,70,3/31/2019 0:00,0,0,173,72,26,0,271,9,53.57828,-113.4434288,"(53.57828, -113.4434288)"
2019-10-31-ED2057-50,ED2057,WB 82 Ave @ 99 St,50,10/31/2019 0:00,0,0,91,11,4,0,106,57,53.518117,-113.485539,"(53.518117, -113.485539)"
2019-09-30-ED2071-50,ED2071,NB 82 St @ 112 Ave,50,9/30/2019 0:00,0,0,823,132,38,0,993,127,53.560908,-113.467294,"(53.560908, -113.467294)"
2019-11-30-ED2081-60,ED2081,NB Gateway Blvd @ 34 Ave,60,11/30/2019 0:00,0,0,1423,329,80,0,1832,58,53.467373,-113.492054,"(53.467373, -113.492054)"
2019-07-31-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,7/31/2019 0:00,0,0,47,4,1,0,52,7,53.451741,-113.467372,"(53.451741, -113.467372)"
2019-10-31-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,10/31/2019 0:00,0,0,49,13,0,0,62,9,53.451741,-113.467372,"(53.451741, -113.467372)"
2019-10-31-ED2080-60,ED2080,SB 75 St @ 98 Ave,60,10/31/2019 0:00,0,0,181,32,20,0,233,11,53.537853,-113.443157,"(53.537853, -113.443157)"
2019-07-31-ED2006-60,ED2006,SB 170 St @ 95 Ave,60,7/31/2019 0:00,0,0,591,112,30,0,733,17,53.5320087,-113.6153542,"(53.5320087, -113.6153542)"
2019-06-30-ED2082-60,ED2082,NB 50 St @ Ellerslie Rd,60,6/30/2019 0:00,0,0,986,212,61,0,1259,10,53.42432,-113.417755,"(53.42432, -113.417755)"
2019-08-31-ED2076-60,ED2076,NB Groat Rd @ 118 Ave,60,8/31/2019 0:00,0,0,5,2,0,0,7,1,53.569774,-113.549196,"(53.569774, -113.549196)"
2019-08-31-ED2087-50,ED2087,SB 127 St @ 126 Ave,50,8/31/2019 0:00,0,0,7726,1594,453,3,9776,58,53.582637,-113.541188,"(53.582637, -113.541188)"
2019-06-30-ED2071-50,ED2071,NB 82 St @ 112 Ave,50,6/30/2019 0:00,0,0,1005,184,54,0,1243,145,53.560908,-113.467294,"(53.560908, -113.467294)"
2019-08-31-ED2057-50,ED2057,WB 82 Ave @ 99 St,50,8/31/2019 0:00,0,0,82,15,7,0,104,59,53.518117,-113.485539,"(53.518117, -113.485539)"
2020-02-29-ED1051-60,ED1051,NB Gateway Blvd @ Whitemud Drive EB,60,2/29/2020 0:00,0,0,600,84,24,0,708,260,53.4799345,-113.4922439,"(53.4799345, -113.4922439)"
2020-02-29-ED2090-60,ED2090,WB 63 Ave @ Gateway Blvd,60,2/29/2020 0:00,0,0,49,7,2,0,58,19,53.499942,-113.492922,"(53.499942, -113.492922)"
2020-02-29-ED2057-50,ED2057,WB 82 Ave @ 99 St,50,2/29/2020 0:00,0,0,42,6,2,0,50,47,53.518117,-113.485539,"(53.518117, -113.485539)"
2020-02-29-ED005-60,ED005,NB 170 St @ 95 Ave,60,2/29/2020 0:00,0,0,199,32,7,0,238,59,53.5313852,-113.6151193,"(53.53138521, -113.6151193)"
2020-02-29-ED2079-60,ED2079,SB Parsons Rd @ Ellerslie Rd,60,2/29/2020 0:00,0,0,5,0,3,0,8,1,53.425615,-113.479951,"(53.425615, -113.479951)"
2020-02-29-ED048-70,ED048,SB Manning Dr @ 137 Ave,70,2/29/2020 0:00,0,0,1,0,0,0,1,13,53.5995429,-113.4212717,"(53.59954286, -113.4212717)"
2020-02-29-ED1068-60,ED1068,SB 170 St @ 69 Ave,60,2/29/2020 0:00,0,0,125,16,8,0,149,16,53.5049067,-113.6157943,"(53.5049067, -113.6157943)"
2020-02-29-ED2043-60,ED2043,WB 137 Ave @ 113A St,60,2/29/2020 0:00,0,0,81,18,1,0,100,7,53.5996168,-113.5160351,"(53.59961683, -113.5160351)"
2020-02-29-ED022-50,ED022,WB Stony Plain Rd @ 156 St,50,2/29/2020 0:00,0,0,124,17,5,0,146,2,53.5412949,-113.5897747,"(53.54129492, -113.5897747)"
2020-02-29-ED2094-60,ED2094,NB Rabbit Hill Rd @ 23 Ave,60,2/29/2020 0:00,0,0,73,19,1,0,93,14,53.45365,-113.5654,"(53.45365, -113.5654)"
2020-02-29-ED1070-70,ED1070,EB Yellowhead Tr @ 66 St,70,2/29/2020 0:00,0,0,81,11,4,0,96,5,53.57828,-113.4434288,"(53.57828, -113.4434288)"
2020-02-29-ED2058-50,ED2058,NB Rossdale Rd @ 97 Ave,50,2/29/2020 0:00,0,0,492,95,17,0,604,10,53.533603,-113.497371,"(53.533603, -113.497371)"
2020-02-29-ED020-70,ED020,WB Yellowhead Tr @ 107 St,70,2/29/2020 0:00,0,0,645,141,27,0,813,23,53.5814538,-113.504608,"(53.58145379, -113.504608)"
2020-02-29-ED041-60,ED041,WB 137 Ave @ 127 St,60,2/29/2020 0:00,0,0,28,5,0,0,33,24,53.599591,-113.5406916,"(53.59959096, -113.5406916)"
2020-02-29-ED015-60,ED015,WB 137 Ave @ 50 St,60,2/29/2020 0:00,0,0,20,2,2,0,24,18,53.5971075,-113.4125877,"(53.59710754, -113.4125877)"
2020-01-31-ED019-60,ED019,SB 170 St @ Stony Plain Rd,60,1/31/2020 0:00,0,0,5,3,1,0,9,16,53.5417674,-113.6168696,"(53.54176738, -113.6168696)"
2020-01-31-ED2042-60,ED2042,SB Castledowns Rd @ 137 Ave,60,1/31/2020 0:00,0,0,9,0,0,0,9,0,53.5999213,-113.5167956,"(53.59992131, -113.5167956)"
2020-01-31-ED2059-60,ED2059,WB 153 Ave @ 97 St,60,1/31/2020 0:00,0,0,11,1,2,0,14,1,53.614133,-113.490546,"(53.614133, -113.490546)"
2020-01-31-ED2082-60,ED2082,NB 50 St @ Ellerslie Rd,60,1/31/2020 0:00,0,0,343,49,15,0,407,5,53.42432,-113.417755,"(53.42432, -113.417755)"
2020-01-31-ED2085-50,ED2085,SB 97 St @ 111 Ave,50,1/31/2020 0:00,0,0,149,25,7,0,181,27,53.559371,-113.491877,"(53.559371, -113.491877)"
2020-01-31-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,1/31/2020 0:00,0,0,14,1,0,0,15,42,53.451741,-113.467372,"(53.451741, -113.467372)"
2019-03-31-ED1068-60,ED1068,SB 170 St @ 69 Ave,60,3/31/2019 0:00,0,0,223,47,13,0,283,8,53.5049067,-113.6157943,"(53.5049067, -113.6157943)"
2019-03-31-ED1067-60,ED1067,WB Windermere Blvd @  Terwillegar Dr NB,60,3/31/2019 0:00,0,0,12,6,0,0,18,24,53.436815,-113.612106,"(53.436815, -113.612106)"
2019-03-31-ED1055-60,ED1055,NB 111 St @ Whitemud Drive EB,60,3/31/2019 0:00,0,0,254,72,18,0,344,41,53.482055,-113.515857,"(53.482055, -113.515857)"
2019-03-31-ED1052-60,ED1052,WB Whitemud Drive  @ Gateway Blvd,60,3/31/2019 0:00,0,0,71,20,9,0,100,33,53.4809868,-113.4921173,"(53.4809868, -113.4921173)"
2019-03-31-ED1051-60,ED1051,NB Gateway Blvd @ Whitemud Drive EB,60,3/31/2019 0:00,0,0,1293,277,48,0,1618,226,53.4799345,-113.4922439,"(53.4799345, -113.4922439)"
2019-03-31-ED1050-70,ED1050,NB Manning Dr @ 50 St,70,3/31/2019 0:00,0,0,43,12,5,1,61,12,53.6013717,-113.4170665,"(53.60137171, -113.4170665)"
2019-03-31-ED1031-60,ED1031,EB 63 Ave @ 99 St,60,3/31/2019 0:00,0,0,51,21,3,0,75,11,53.4998065,-113.4869484,"(53.49980654, -113.4869484)"
2019-03-31-ED048-70,ED048,SB Manning Dr @ 137 Ave,70,3/31/2019 0:00,0,0,3,1,0,0,4,13,53.5995429,-113.4212717,"(53.59954286, -113.4212717)"
2019-03-31-ED044-60,ED044,EB 137 Ave @ 97 St,60,3/31/2019 0:00,0,0,10,0,0,0,10,6,53.5994288,-113.4928734,"(53.59942879, -113.4928734)"
2019-03-31-ED043-60,ED043,WB 137 Ave @ 113A St,60,3/31/2019 0:00,0,0,59,8,2,0,69,20,53.5996168,-113.5160351,"(53.59961683, -113.5160351)"
2019-03-31-ED040-60,ED040,EB 137 Ave @ 127 St,60,3/31/2019 0:00,0,0,40,4,1,0,45,8,53.5993545,-113.5420203,"(53.59935449, -113.5420203)"
2019-03-31-ED038-60,ED038,WB 87 Ave @ 178 St,60,3/31/2019 0:00,0,0,13,1,1,0,15,6,53.5212846,-113.6298593,"(53.52128465, -113.6298593)"
2019-03-31-ED036-60,ED036,SB 170 St @ 87 Ave,60,3/31/2019 0:00,0,0,156,20,16,0,192,10,53.5200311,-113.6154822,"(53.52003106, -113.6154822)"
2019-03-31-ED035-60,ED035,NB 170 St @ 87 Ave,60,3/31/2019 0:00,0,0,85,24,7,0,116,14,53.5190777,-113.6152341,"(53.51907771, -113.6152341)"
2019-03-31-ED034-60,ED034,NB 170 St @ Stony Plain Rd,60,3/31/2019 0:00,0,0,152,28,9,0,189,23,53.5409959,-113.6149232,"(53.54099587, -113.6149232)"
2019-03-31-ED033-60,ED033,SB 170 St @ 100 Ave,60,3/31/2019 0:00,0,0,29,2,2,0,33,47,53.5395668,-113.6169067,"(53.53956682, -113.6169067)"
2019-03-31-ED032-60,ED032,NB 170 St @ 100 Ave,60,3/31/2019 0:00,0,0,246,29,8,0,283,83,53.538895,-113.6150049,"(53.53889499, -113.6150049)"
2019-03-31-ED030-60,ED030,SB Calgary Tr @ 51 Ave,60,3/31/2019 0:00,0,0,143,41,15,0,199,51,53.4884411,-113.4949133,"(53.48844109, -113.4949133)"
2019-03-31-ED029-60,ED029,SB Calgary Tr @ 34 Ave,60,3/31/2019 0:00,0,0,227,50,8,0,285,21,53.4681987,-113.4956788,"(53.46819871, -113.4956788)"
2019-03-31-ED028-60,ED028,WB 23 Ave @ Parsons Rd,60,3/31/2019 0:00,0,0,124,17,11,0,152,9,53.4529528,-113.478569,"(53.45295283, -113.478569)"
2019-03-31-ED027-60,ED027,WB 23 Ave @ 91 St,60,3/31/2019 0:00,0,0,15,4,3,0,22,15,53.4519087,-113.4657289,"(53.45190871, -113.4657289)"
2019-03-31-ED026-60,ED026,SB 50 St @ 23 Ave,60,3/31/2019 0:00,0,0,12,1,1,0,14,15,53.4551334,-113.4203198,"(53.4551334, -113.4203198)"
2019-03-31-ED025-60,ED025,EB 137 Ave @ Manning Dr,60,3/31/2019 0:00,0,0,105,23,6,0,134,38,53.5991139,-113.4227458,"(53.59911391, -113.4227458)"
2019-03-31-ED024-50,ED024,SB 156 St @ Stony Plain Rd,50,3/31/2019 0:00,0,0,41,6,1,0,48,46,53.5417164,-113.5903227,"(53.54171636, -113.5903227)"
2019-03-31-ED023-50,ED023,NB 156 St @ Stony Plain Rd,50,3/31/2019 0:00,0,0,60,15,0,0,75,63,53.5409125,-113.5903288,"(53.54091252, -113.5903288)"
2019-03-31-ED022-50,ED022,WB Stony Plain Rd @ 156 St,50,3/31/2019 0:00,0,0,153,18,11,0,182,3,53.5412949,-113.5897747,"(53.54129492, -113.5897747)"
2019-03-31-ED021-70,ED021,EB Yellowhead Tr @ 127 St,70,3/31/2019 0:00,0,0,124,27,14,0,165,8,53.5806233,-113.5419714,"(53.5806233, -113.5419714)"
2019-03-31-ED020-70,ED020,WB Yellowhead Tr @ 107 St,70,3/31/2019 0:00,0,0,1055,177,57,0,1289,40,53.5814538,-113.504608,"(53.58145379, -113.504608)"
2019-03-31-ED019-60,ED019,SB 170 St @ Stony Plain Rd,60,3/31/2019 0:00,0,0,18,3,1,0,22,6,53.5417674,-113.6168696,"(53.54176738, -113.6168696)"
2019-03-31-ED018-60,ED018,WB Stony Plain Rd @ 170 St,60,3/31/2019 0:00,0,0,77,17,4,0,98,28,53.5412872,-113.6159543,"(53.54128722, -113.6159543)"
2019-03-31-ED017-60,ED017,NB 50 St @ 23 Ave,60,3/31/2019 0:00,0,0,22,9,1,0,32,17,53.4543275,-113.4198041,"(53.45432753, -113.4198041)"
2019-03-31-ED016-60,ED016,NB 82 St @ 153 Ave,60,3/31/2019 0:00,0,0,147,30,4,0,181,10,53.6155172,-113.4673315,"(53.61551724, -113.4673315)"
2020-02-29-ED2063-60,ED2063,NB 111 St @ 23 ave,60,2/29/2020 0:00,0,0,58,6,2,0,66,9,53.453378,-113.516161,"(53.453378, -113.516161)"
2019-03-31-ED015-60,ED015,WB 137 Ave @ 50 St,60,3/31/2019 0:00,0,0,50,7,6,0,63,18,53.5971075,-113.4125877,"(53.59710754, -113.4125877)"
2019-03-31-ED014-60,ED014,SB 50 St @ 137 Ave,60,3/31/2019 0:00,0,0,14,7,1,0,22,5,53.5974957,-113.4134868,"(53.5974957, -113.4134868)"
2019-03-31-ED013-50,ED013,EB 104 Ave @ 109 St,50,3/31/2019 0:00,0,0,57,17,4,0,78,32,53.5462201,-113.5090615,"(53.54622011, -113.5090615)"
2019-03-31-ED012-50,ED012,WB 104 Ave @ 109 St,50,3/31/2019 0:00,0,0,280,37,13,0,330,21,53.5462241,-113.5078498,"(53.54622408, -113.5078498)"
2020-02-29-ED1055-60,ED1055,NB 111 St @ Whitemud Drive EB,60,2/29/2020 0:00,0,0,149,28,11,0,188,68,53.482055,-113.515857,"(53.482055, -113.515857)"
2019-03-31-ED011-50,ED011,SB 109 St @ 104 Ave,50,3/31/2019 0:00,0,0,197,31,5,0,233,71,53.5464622,-113.5085364,"(53.54646216, -113.5085364)"
2019-03-31-ED010-50,ED010,NB 127 St @ Yellowhead Tr,50,3/31/2019 0:00,0,0,166,28,4,0,198,8,53.5802602,-113.5411938,"(53.58026015, -113.5411938)"
2019-03-31-ED009-70,ED009,EB Yellowhead Tr @ 107 St,70,3/31/2019 0:00,0,0,706,126,21,0,853,7,53.5812925,-113.5061022,"(53.58129246, -113.5061022)"
2020-02-29-ED2086-60,ED2086,EB 23 Ave @ 91 St,60,2/29/2020 0:00,0,0,28,1,0,0,29,21,53.451741,-113.467372,"(53.451741, -113.467372)"
2019-03-31-ED008-70,ED008,WB Yellowhead Tr @ 127 St,70,3/31/2019 0:00,0,0,67,12,4,0,83,10,53.5807388,-113.5406622,"(53.58073876, -113.5406622)"
2019-03-31-ED005-60,ED005,NB 170 St @ 95 Ave,60,3/31/2019 0:00,0,0,320,44,16,0,380,23,53.5313852,-113.6151193,"(53.53138521, -113.6151193)"
2019-03-31-ED004-70,ED004,SB 91 St @ 34 Ave,70,3/31/2019 0:00,0,0,33,5,3,0,41,20,53.4656955,-113.4668631,"(53.46569548, -113.4668631)"
2019-03-31-ED003-60,ED003,WB 34 Ave @ 91 St,60,3/31/2019 0:00,0,0,61,14,1,0,76,10,53.4654011,-113.4657331,"(53.46540114, -113.4657331)"
2019-03-31-ED002-70,ED002,NB 91 St @ 34 Ave,70,3/31/2019 0:00,0,0,148,35,10,0,193,19,53.4648935,-113.4663185,"(53.46489352, -113.4663185)"
2020-02-29-ED1052-60,ED1052,WB Whitemud Drive  @ Gateway Blvd,60,2/29/2020 0:00,0,0,23,4,1,0,28,13,53.4809868,-113.4921173,"(53.4809868, -113.4921173)"
2019-02-28-ED1073-60,ED1073,EB 100 Ave @ 175 St,60,2/28/2019 0:00,0,0,60,13,4,0,77,522,53.538711,-113.622203,"(53.538711, -113.622203)"
2019-02-28-ED1070-70,ED1070,EB Yellowhead Tr @ 66 St,70,2/28/2019 0:00,0,0,42,10,6,0,58,11,53.57828,-113.4434288,"(53.57828, -113.4434288)"
2019-02-28-ED1068-60,ED1068,SB 170 St @ 69 Ave,60,2/28/2019 0:00,0,0,50,12,4,0,66,73,53.5049067,-113.6157943,"(53.5049067, -113.6157943)"
2020-02-29-ED034-60,ED034,NB 170 St @ Stony Plain Rd,60,2/29/2020 0:00,0,0,82,13,5,0,100,36,53.5409959,-113.6149232,"(53.54099587, -113.6149232)"
2020-02-29-ED2006-60,ED2006,SB 170 St @ 95 Ave,60,2/29/2020 0:00,0,0,553,89,28,0,670,27,53.5320087,-113.6153542,"(53.5320087, -113.6153542)"
2020-02-29-ED028-60,ED028,WB 23 Ave @ Parsons Rd,60,2/29/2020 0:00,0,0,54,11,4,0,69,17,53.4529528,-113.478569,"(53.45295283, -113.478569)"
2020-02-29-ED012-50,ED012,WB 104 Ave @ 109 St,50,2/29/2020 0:00,0,0,197,26,9,0,232,45,53.5462241,-113.5078498,"(53.54622408, -113.5078498)"
2020-02-29-ED2074-60,ED2074,NB 66 St @ 167 Ave,60,2/29/2020 0:00,0,0,42,9,4,0,55,16,53.628394,-113.44284,"(53.628394, -113.44284)"
2020-02-29-ED2029-60,ED2029,SB Calgary Tr @ 34 Ave,60,2/29/2020 0:00,0,0,424,65,17,0,506,39,53.4681987,-113.4956788,"(53.46819871, -113.4956788)"
2020-02-29-ED2081-60,ED2081,NB Gateway Blvd @ 34 Ave,60,2/29/2020 0:00,0,0,1329,290,97,0,1716,62,53.467373,-113.492054,"(53.467373, -113.492054)"
2020-02-29-ED1031-60,ED1031,EB 63 Ave @ 99 St,60,2/29/2020 0:00,0,0,21,6,0,2,29,16,53.4998065,-113.4869484,"(53.49980654, -113.4869484)"
2020-02-29-ED040-60,ED040,EB 137 Ave @ 127 St,60,2/29/2020 0:00,0,0,25,7,1,0,33,24,53.5993545,-113.5420203,"(53.59935449, -113.5420203)"
2020-02-29-ED1073-60,ED1073,EB 100 Ave @ 175 St,60,2/29/2020 0:00,0,0,141,34,9,0,184,303,53.538711,-113.622203,"(53.538711, -113.622203)"
2020-02-29-ED023-50,ED023,NB 156 St @ Stony Plain Rd,50,2/29/2020 0:00,0,0,37,4,0,0,41,98,53.5409125,-113.5903288,"(53.54091252, -113.5903288)"
2019-02-28-ED1067-60,ED1067,WB Windermere Blvd @  Terwillegar Dr NB,60,2/28/2019 0:00,0,0,2,2,0,0,4,28,53.436815,-113.612106,"(53.436815, -113.612106)"
2019-02-28-ED1064-60,ED1064,EB 23 Ave @ 66 St,60,2/28/2019 0:00,0,0,15,4,4,0,23,20,53.453433,-113.435067,"(53.453433, -113.435067)"
2019-02-28-ED1055-60,ED1055,NB 111 St @ Whitemud Drive EB,60,2/28/2019 0:00,0,0,35,17,4,0,56,83,53.482055,-113.515857,"(53.482055, -113.515857)"
2020-02-29-ED007-70,ED007,EB Yellowhead Tr @ 149 St,70,2/29/2020 0:00,0,0,106,16,10,0,132,5,53.5812052,-113.578715,"(53.58120518, -113.578715)"
2020-02-29-ED2078-60,ED2078,WB 153 Ave @ 127 St,60,2/29/2020 0:00,0,0,7,1,0,0,8,21,53.617021,-113.54053,"(53.617021, -113.54053)"
2020-02-29-ED2093-60,ED2093,WB 62 Ave @ 199 St,60,2/29/2020 0:00,0,0,48,18,5,0,71,4,53.493832,-113.665171,"(53.493832, -113.665171)"
2020-02-29-ED1067-60,ED1067,WB Windermere Blvd @  Terwillegar Dr NB,60,2/29/2020 0:00,0,0,4,0,0,0,4,40,53.436815,-113.612106,"(53.436815, -113.612106)"
2020-02-29-ED019-60,ED019,SB 170 St @ Stony Plain Rd,60,2/29/2020 0:00,0,0,10,6,2,0,18,24,53.5417674,-113.6168696,"(53.54176738, -113.6168696)"
2020-02-29-ED2059-60,ED2059,WB 153 Ave @ 97 St,60,2/29/2020 0:00,0,0,18,1,0,0,19,6,53.614133,-113.490546,"(53.614133, -113.490546)"
2020-02-29-ED2042-60,ED2042,SB Castledowns Rd @ 137 Ave,60,2/29/2020 0:00,0,0,6,1,0,0,7,0,53.5999213,-113.5167956,"(53.59992131, -113.5167956)"
2020-02-29-ED2089-60,ED2089,EB 167 Ave @ 127 St,60,2/29/2020 0:00,0,0,20,2,2,0,24,7,53.628684,-113.542165,"(53.628684, -113.542165)"
2020-02-29-ED2082-60,ED2082,NB 50 St @ Ellerslie Rd,60,2/29/2020 0:00,0,0,491,72,27,0,590,13,53.42432,-113.417755,"(53.42432, -113.417755)"
2020-03-31-ED2060-60,ED2060,WB 23 Ave @ Terwillegar Dr NB,60,3/31/2020 0:00,0,0,131,13,9,0,153,55,53.457268,-113.587836,"(53.457268, -113.587836)"
2020-03-31-ED001-60,ED001,EB 34 Ave @ 91 St,60,3/31/2020 0:00,0,0,6,0,1,0,7,4,53.4652261,-113.4674525,"(53.46522609, -113.4674525)"
2020-03-31-ED2087-50,ED2087,SB 127 St @ 126 Ave,50,3/31/2020 0:00,0,0,3471,657,180,0,4308,51,53.582637,-113.541188,"(53.582637, -113.541188)"
2020-03-31-ED008-70,ED008,WB Yellowhead Tr @ 127 St,70,3/31/2020 0:00,0,0,53,3,7,0,63,6,53.5807388,-113.5406622,"(53.58073876, -113.5406622)"
2020-03-31-ED014-60,ED014,SB 50 St @ 137 Ave,60,3/31/2020 0:00,0,0,12,2,0,0,14,2,53.5974957,-113.4134868,"(53.5974957, -113.4134868)"
2020-03-31-ED2009-70,ED2009,EB Yellowhead Tr @ 107 St,70,3/31/2020 0:00,0,0,776,111,16,0,903,2,53.5812925,-113.5061022,"(53.58129246, -113.5061022)"
2020-03-31-ED1054-60,ED1054,SB 111 St @ Whitemud Drive WB,60,3/31/2020 0:00,0,0,69,25,6,0,100,53,53.483705,-113.517561,"(53.483705, -113.517561)"
2020-03-31-ED032-60,ED032,NB 170 St @ 100 Ave,60,3/31/2020 0:00,0,0,124,35,3,0,162,31,53.538895,-113.6150049,"(53.53889499, -113.6150049)"
2020-03-31-ED1046-60,ED1046,SB 97 St @ 122 Ave,60,3/31/2020 0:00,0,0,515,86,29,0,630,35,53.5770675,-113.4922687,"(53.57706746, -113.4922687)"
2020-03-31-ED033-60,ED033,SB 170 St @ 100 Ave,60,3/31/2020 0:00,0,0,27,5,3,0,35,45,53.5395668,-113.6169067,"(53.53956682, -113.6169067)"
2020-03-31-ED1104-70,ED1104,EB Fox Dr @ Fort Edmonton Park Rd,70,3/31/2020 0:00,0,0,1517,335,107,0,1959,16,53.503222,-113.562803,"(53.503222, -113.562803)"
2020-03-31-ED018-60,ED018,WB Stony Plain Rd @ 170 St,60,3/31/2020 0:00,0,0,58,18,7,0,83,24,53.5412872,-113.6159543,"(53.54128722, -113.6159543)"
2020-03-31-ED024-50,ED024,SB 156 St @ Stony Plain Rd,50,3/31/2020 0:00,0,0,27,5,0,0,32,40,53.5417164,-113.5903227,"(53.54171636, -113.5903227)"
2020-03-31-ED1066-60,ED1066,SB 34 St @ 34 Ave,60,3/31/2020 0:00,0,0,255,40,16,0,311,10,53.463967,-113.393999,"(53.463967, -113.393999)"
2020-03-31-ED2092-60,ED2092,NB 50 St @ 101 Ave,60,3/31/2020 0:00,0,0,14,4,2,0,20,3,53.540797,-113.418411,"(53.540797, -113.418411)"
2020-03-31-ED2025-60,ED2025,EB 137 Ave @ Manning Dr,60,3/31/2020 0:00,0,0,166,32,9,0,207,35,53.5991139,-113.4227458,"(53.59911391, -113.4227458)"
2020-03-31-ED2077-70,ED2077,SB Manning Dr @ 153 Ave,70,3/31/2020 0:00,0,0,253,51,15,0,319,7,53.614882,-113.403378,"(53.614882, -113.403378)"
2020-03-31-ED038-60,ED038,WB 87 Ave @ 178 St,60,3/31/2020 0:00,0,0,8,1,1,0,10,4,53.5212846,-113.6298593,"(53.52128465, -113.6298593)"
2020-03-31-ED2083-70,ED2083,NB 97 St @ 144 Ave,70,3/31/2020 0:00,0,0,214,39,22,0,275,26,53.606472,-113.491714,"(53.606472, -113.491714)"
2020-03-31-ED2039-60,ED2039,WB 111 Ave @ 149 St,60,3/31/2020 0:00,0,0,43,8,3,0,54,3,53.5589564,-113.5773778,"(53.55895644, -113.5773778)"
2020-03-31-ED2088-60,ED2088,WB 167 Ave @ 127 St,60,3/31/2020 0:00,0,0,66,13,3,0,82,7,53.628841,-113.540383,"(53.628841, -113.540383)"
2020-03-31-ED002-70,ED002,NB 91 St @ 34 Ave,70,3/31/2020 0:00,0,0,53,14,6,0,73,19,53.4648935,-113.4663185,"(53.46489352, -113.4663185)"
2020-03-31-ED2072-60,ED2072,WB Whitemud Drive @ 111 St NB,60,3/31/2020 0:00,0,0,63,13,3,0,79,24,53.48319,-113.515325,"(53.48319, -113.515325)"
2020-03-31-ED010-50,ED010,NB 127 St @ Yellowhead Tr,50,3/31/2020 0:00,0,0,97,9,3,0,109,3,53.5802602,-113.5411938,"(53.58026015, -113.5411938)"
2020-03-31-ED2037-60,ED2037,NB 178 St @ 87 Ave,60,3/31/2020 0:00,0,0,108,14,6,0,128,3,53.5208806,-113.6304399,"(53.52088061, -113.6304399)"
2020-03-31-ED2084-50,ED2084,NB 95 St @ 103A Ave,50,3/31/2020 0:00,0,0,139,11,2,0,152,16,53.547669,-113.480138,"(53.547669, -113.480138)"
2020-03-31-ED036-60,ED036,SB 170 St @ 87 Ave,60,3/31/2020 0:00,0,0,102,15,2,0,119,2,53.5200311,-113.6154822,"(53.52003106, -113.6154822)"
2020-03-31-ED1050-70,ED1050,NB Manning Dr @ 50 St,70,3/31/2020 0:00,0,0,27,11,8,0,46,18,53.6013717,-113.4170665,"(53.60137171, -113.4170665)"
2020-03-31-ED2061-60,ED2061,EB Windermere Blvd @ Terwillegar Dr SB,60,3/31/2020 0:00,0,0,58,9,6,0,73,19,53.437701,-113.614591,"(53.437701, -113.614591)"
2020-03-31-ED026-60,ED026,SB 50 St @ 23 Ave,60,3/31/2020 0:00,0,0,7,2,0,0,9,12,53.4551334,-113.4203198,"(53.4551334, -113.4203198)"
2019-02-28-ED1069-50,ED1069,WB 118 Ave @ Wayne Gretzky Dr SB,50,2/28/2019 0:00,0,0,54,13,2,0,69,7,53.5704186,-113.4531748,"(53.5704186, -113.4531748)"
2019-02-28-ED1065-60,ED1065,EB 34 Ave @ 50 St,60,2/28/2019 0:00,0,0,1,0,0,0,1,14,53.464976,-113.420777,"(53.464976, -113.420777)"
